id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13636171,lalsldf,33663709,Joshua12,,Financial District,37.79223425531215,-122.39399110944159,Shared room,41,1,0,,,3,0
17929864,City Center Private Room with Private Bath,122954884,Jane,,Financial District,37.79450021504249,-122.39898146325835,Private room,115,3,0,,,1,40
241235,Friendly Hostel with Community #4,329072,Darren & Friends,,Financial District,37.7927077291053,-122.40382575340777,Shared room,45,1,185,2017-03-26,2.78,16,242
8344020,"Steps to ballpark, union sq/dwtn,embarcadero, BART",1132678,Lily,,Financial District,37.78759546104635,-122.39561353324565,Entire home/apt,699,3,1,2016-10-08,0.17,1,0
70753, Friendly Hostel with Community #1,329072,Darren & Friends,,Financial District,37.79446982345703,-122.40450489784357,Shared room,45,1,213,2017-03-28,2.83,16,145
13879420,Ritz Carlton Residence San Franciso!,82037623,Hollie,,Financial District,37.78893483929228,-122.4025356527363,Entire home/apt,450,3,1,2016-08-01,0.12,1,0
15420428,Hidden Private Studio Delight in FinancialDistrict,93712502,Fanny,,Financial District,37.79516611329432,-122.4037531684667,Entire home/apt,149,2,7,2017-03-31,1.35,1,0
10900339,Super Bowl - Spacious 1 Bed in SOMA,56488912,Vanessa,,Financial District,37.78666565852978,-122.39706636452041,Entire home/apt,600,1,0,,,1,0
8901394,Luxury 1-Bedroom Apartment in San Francisco,30283594,Kara,,Financial District,37.79143102913415,-122.39136279438455,Entire home/apt,249,30,0,,,2,333
14073882,Quaint Private Space,43944363,Matt,,Financial District,37.789926268520304,-122.40101139738583,Private room,159,1,0,,,1,0
17027820,Panoramic city views in the heart of SF,45231683,Tiffany,,Financial District,37.78696726595783,-122.40427632850614,Entire home/apt,350,3,2,2017-02-10,1.13,1,0
13636310,title,33663709,Joshua12,,Financial District,37.79296658882157,-122.39551509251511,Shared room,10,1,0,,,3,0
8423877,Ocean View Apartment Dwtn SF,44363773,Lrk,,Financial District,37.795218782429274,-122.39819043838642,Entire home/apt,300,4,0,,,1,0
16779078,301 - PERFECT LOCATION. 2 beds. Sleeps up to 4!,93714995,325,,Financial District,37.79034469494638,-122.4064666547811,Private room,139,1,9,2017-03-31,3.80,13,100
15024227,Lovely Private Studio in Downtown San Francisco,22513485,Juliette,,Financial District,37.79145576696933,-122.40414320058738,Entire home/apt,200,2,21,2017-02-27,3.28,1,47
13173328,"Bay View One Bedroom, across from Ferry Building.",20078507,Oliver,,Financial District,37.795243202889125,-122.39870966388871,Entire home/apt,175,7,3,2016-10-16,0.36,1,0
4236298,"Luxurious, Cozy and Cute Condo",21501318,Carlos,,Financial District,37.7859437630058,-122.40012753928903,Entire home/apt,282,4,2,2016-05-19,0.07,1,87
9696833,In the Heart of San Fran!,50075311,Andre,,Financial District,37.79585000872639,-122.40500726761475,Private room,99,2,48,2016-12-08,3.03,1,354
17482888,Luxurious private bed/bath in prime dwntn location,43033340,Vincent,,Financial District,37.782880088872396,-122.4014208591931,Private room,225,4,1,2017-03-12,1,1,216
558205,Private Bath- Moscone Center-Views-Luxury-Modern,3054821,Lily,,Financial District,37.78734530782713,-122.39849603428934,Private room,200,3,35,2017-01-08,0.62,4,353
15253799,place,33663709,Joshua12,,Financial District,37.79224809373633,-122.39327052086328,Shared room,34,1,0,,,3,0
934102,SoMa Loft with Fireman's Pole ,3480578,Andrés,,Financial District,37.7860035539933,-122.39621091872813,Private room,105,3,63,2017-01-25,1.28,4,194
17810208,*** Large Luxury Studio - City Views from the Top!,121729117,Connor,,Financial District,37.787908455527,-122.39439090732736,Entire home/apt,350,2,2,2017-03-26,2,1,8
1979761,Luxury Modern Apt in Ideal Location,4655671,Nicole,,Financial District,37.78827885496778,-122.39522875231874,Private room,500,3,5,2014-03-22,0.12,1,0
786492, Friendly Hostel with Community #8,329072,Darren & Friends,,Financial District,37.79420754542371,-122.40310470301414,Shared room,45,1,76,2017-03-04,1.43,16,268
786506, Friendly Hostel with Community #9,329072,Darren & Friends,,Financial District,37.792597382674096,-122.40339465886217,Shared room,45,1,75,2017-03-27,1.88,16,262
13026352,Custome & Historic studio in SF,32979257,Stella,,Ocean View,37.72389080389543,-122.46430308478448,Entire home/apt,98,1,86,2017-03-21,8.24,1,320
13689617,Wake up with an Amazing Ocean view,79769587,Musonda,,Ocean View,37.71416455137848,-122.46663602224454,Private room,75,1,3,2017-01-08,0.39,1,0
10105349,"Sophisticated, Artsy In-law Suite",51858023,Ariel,,Ocean View,37.7208024819208,-122.46301701216278,Entire home/apt,90,1,6,2016-12-29,0.39,1,120
9173483,Sunny 1 bed near Lake Merced,26772290,Kapil,,Ocean View,37.71007667015239,-122.46880244650777,Private room,91,1,1,2015-11-19,0.06,1,0
6985131,"Newly Re-modeled, secure private room & bath.",36060750,Grace,,Ocean View,37.7199767847491,-122.45718838337551,Entire home/apt,79,3,34,2017-03-28,1.63,1,319
3896093,Cozy bed room (Yellow),10920797,Jimmy,,Ocean View,37.717170214394315,-122.46829491532803,Private room,51,3,31,2016-09-15,1.01,4,275
4262533,Private room  with view  (Blue),10920797,Jimmy,,Ocean View,37.71649928298442,-122.4687071124841,Private room,66,2,43,2016-05-02,1.91,4,275
802559,"Bright, Cozy Cottage with Big Views",4224006,Christina,,Ocean View,37.719967719573866,-122.45089251573889,Entire home/apt,160,4,10,2016-07-17,0.19,1,0
2509236,Private Garden Room,3248180,Sally,,Ocean View,37.72527838768079,-122.46844889533233,Private room,60,3,15,2017-01-27,1.09,3,325
6587037,Sunny Home with a View near Bart Station,20286121,Liborio,,Ocean View,37.71452908275452,-122.452747981065,Entire home/apt,182,2,37,2017-03-31,3.98,1,217
2093695,Light filled Garden Private room,26952,Jennifer,,Ocean View,37.72218447957494,-122.47012036516621,Private room,80,30,43,2017-01-05,1.10,2,205
14089782,Quaint in-law unit with rustic feel,52593939,Jillian,,Ocean View,37.72144471758833,-122.4517861080432,Entire home/apt,148,2,6,2016-11-21,0.83,1,47
16695252,Nice 2br w/ fireplce and priv bckyrd wshr/dry muni,110573925,Graham,,Ocean View,37.72135636630927,-122.46138696625728,Entire home/apt,150,1,3,2017-02-21,1.22,1,84
16483113,Private Master Bedroom and Bath with Great View!,15929288,Josh,,Ocean View,37.71517262910325,-122.45367220703315,Private room,79,2,3,2017-01-15,0.94,1,0
13169368,Cozy room next to Stonestown mall,73581625,Lorena,,Ocean View,37.715421085847204,-122.46902861203881,Private room,57,2,8,2016-07-29,0.85,1,0
2374873,"1 bedroom home, walk to BART SFSU",9080666,Sandy,,Ocean View,37.721369146233975,-122.44872945500931,Entire home/apt,82,30,8,2016-09-05,0.25,5,242
14907455,(3C) Cozy Private Bedroom near Daly City Subway,88062053,Victor,,Ocean View,37.70855192116625,-122.46572504114638,Private room,80,1,18,2017-03-22,2.62,2,350
6715383,Suite Retreat Plus Near SFO Sleep 4,10786181,Deborah,,Ocean View,37.72059115666235,-122.45215935071123,Entire home/apt,125,2,22,2017-02-23,1.49,3,309
